name,sigla,state
Fundacao Universidade Federal Do Pampa - Unipampa,Unipampa,Rs
Fundacao Universidade Federal Do Tocantins,Uft,To
Fundacao Universidade Federal Do Vale Do Sao Francisco,Univasf,Pe
Fundacao Universidade Regional De Blumenau,Furb,Sc
Fundacao Universidade Virtual Do Estado De Sao Paulo,Univesp,Sp
Funvic - Faculdade Funvic De Mococa,,Sp
Gaia,Gaia,Sp
Grupo De Nutricao Humana,Ganep,Sp
Grupo Educacional Uninter,Uninter,Pr
Hospital Central Do Exercito,Hce,Null
Hospital De Clinicas De Porto Alegre,,Null
Hospital Militar Da Area De Porto Alegre,Hmapa,Null
Hospital Militar Da Area De Recife,Hmar,Null
Hospital Militar De Area De Brasilia,Hmab,Null
Hospital Militar De Area De Sao Paulo,Hmasp,Null
Ibet - Instituto Brasileiro De Estudos Tributarios,,Null
Ibptech Faculdade De Ciencias Forenses E Tecnologia,,Sp
Icev - Instituto De Ensino Superior,Null,Pi
Ilum Escola De Ciencia,Null,Sp
"Inside - Instituto Superior Para Integracao, Desenvolvimento E Educacao",Inside,Df
Insper Instituto De Ensino E Pesquisa,Null,Sp
Instituicao De Ensino Sao Francisco,Iesf,Null
Instituicao De Ensino Superior De Cacoal,Fanorte Cacoal,Ro
Instituicao De Ensino Superior Do Acre,Iesacre,Ac
Instituicao Toledo De Ensino,Ite,Sp
Instituto Adventista Cruzeiro Do Sul,Iacs,Rs
Instituto Adventista De Ensino De Santa Catarina,Iaesc,Sc
Instituto Amazonico De Ensino Superior,Iames,Am
Instituto Aphonsiano De Ensino Superior,Iaesup,Go
Instituto Aria,,Df
Instituto Assis Gurgacz,Null,Pr
Instituto Baiano De Ensino Superior,Ibes,Ba
Instituto Belo Horizonte De Ensino Superior,Ibhes,Mg
Instituto Benjamin Constant,Ibc,Null
Instituto Brasil De Ensino Superior,Ibras,Pr
Instituto Brasileiro De Coaching,Ibc,Go
Instituto Brasileiro De Direito Tributario,Ibdt,Null
Instituto Brasileiro De Educacao Superior Continuada,Ibec,Rj
"Instituto Brasileiro De Ensino, Desenvolvimento E Pesquisa De Brasilia",Idp-Bsb,Df
"Instituto Brasileiro De Ensino, Desenvolvimento E Pesquisa De Sao Paulo",Idp-Sp,Sp
Instituto Brasileiro De Mercado De Capitais,Ibmec,Rj
Instituto Brasiliense De Tecnologia E Ciencia,Ibtc,Df
Instituto Camillo Filho,Icf,Pi
Instituto Catolico De Estudos Superiores Do Piaui,Icespi,Pi
Instituto Cenecista De Ensino Superior De Santo Angelo,Iesa,Rs
Instituto Centro De Ensino Tecnologico - Cariri,Centec,Ce
Instituto Centro De Ensino Tecnologico - Limoeiro Do Norte,Centec,Ce
Instituto Centro De Ensino Tecnologico - Sobral,Centec,Ce
Instituto Cientifico De Ensino Superior E Pesquisa,Unicesp,Df
Instituto Cuiaba De Ensino E Cultura,Icec,Mt
Instituto De Assistencia Medica Ao Servico Publico Estadual,Iamspe,Null
Instituto De Assistencia Medica Ao Servidor Publico Estadual,Iamspe,Sp
Instituto De Ciencias Biologicas,Icb,Pe
Instituto De Ciencias Da Saude,Ics,Mg
Instituto De Ciencias Exatas,Uneb,Df
Instituto De Ciencias Humanas E Sociais Aplicadas,Ichsa-Tres Pontas,Mg
Instituto De Ciencias Juridicas E Sociais Professor Camillo Filho,Icf,Pi
Instituto De Ciencias Sociais Aplicadas,Uneb,Df
Instituto De Ciencias Sociais E Humanas,Icsh,Go
Instituto De Desenvolvimento E Aprendizagem - Idea Sao Luiz,Idea Sao Luiz,Ma
Instituto De Desenvolvimento Educacional,Ide,Pe
Instituto De Desenvolvimento Educacional Da Amazonia,Idea,Ma
Instituto De Desenvolvimento Tecnologico Da Fgv,Fgv/Idt,Rj
Instituto De Direito Do Nordeste - Idn Sao Luis,Idn Sao Luis,Ma
Instituto De Direito Do Norte - Idn Manaus,Idn Manaus,Am
Instituto De Educacao Cenecista Marques De Herval,Marques,Rs
Instituto De Educacao E Ensino Superior De Campinas,Iescamp,Sp
Instituto De Educacao E Ensino Superior De Samambaia,Iesa,Df
Instituto De Educacao E Inovacao,Iedi,Rr
Instituto De Educacao E Tecnologias,Inet,Ba
Instituto De Educacao Morumbi,Iem,Sp
Instituto De Educacao Superior Da Paraiba,Iesp,Pb
Instituto De Educacao Superior De Barueri,Iesb,Sp
Instituto De Educacao Superior De Boituva,Fib,Sp
Instituto De Educacao Superior De Brasilia,Iesb,Df
Instituto De Educacao Superior De Patrocinio,Iesp,Mg
Instituto De Educacao Superior De Pouso Alegre,Null,Mg
Instituto De Educacao Superior Do Tapajos,Iset,Pa
Instituto De Educacao Superior E Inovacao Invenio,Invenio,Sp
Instituto De Educacao Superior E Inovacao Persona,Null,Sp
Instituto De Educacao Superior Guaianas,Iesg,Null
Instituto De Educacao Superior Latinoamericano,Sigla Iesla,Mg
Instituto De Educacao Superior Pio Xii,Pio Xii,Es
Instituto De Educacao Superior Presidente Kennedy - Centro De Formacao De Profissionais De Educacao,Ifesp,Rn
Instituto De Educacao Superior Raimundo Sa,Iesrsa,Pi
Instituto De Educacao Superior Santo Agostinho,Iesa,Ba
Instituto De Educacao Superior Sao Francisco De Assis De Teofilo Otoni,Iesfato,Mg
Instituto De Educacao Superior Unisul De Itajai,,Sc
Instituto De Educacao Superior Unyahna De Salvador,Iesus,Ba
Instituto De Educacao Tecnologica Eireli,Ietec,Mg
Instituto De Ensino De Seguranca Do Para,Iesp,Null
Instituto De Ensino E Pesquisa,Insper,Sp
Instituto De Ensino E Pesquisa Do Hospital Sirio-Libanes,Iep/Hsl,Sp
Instituto De Ensino E Pesquisa Objetivo,Iepo,Null
Instituto De Ensino Superior Agostiniano Casa Gaia,,Mg
Instituto De Ensino Superior Aquidauanense,Iesa,Ms
Instituto De Ensino Superior Blauro Cardoso De Mattos,Faserra,Es
Instituto De Ensino Superior Brasileiro,Esb,Am
Instituto De Ensino Superior Capixaba,Iescapi,Es
Instituto De Ensino Superior Cenecista,Inesc,Mg
Instituto De Ensino Superior Da Funlec De Bonito,Iesf,Ms
Instituto De Ensino Superior Da Fupesp,Iesf,Sp
Instituto De Ensino Superior Da Grande Florianopolis,Iesgf,Sc
Instituto De Ensino Superior De Alagoas,Iesa,Al
Instituto De Ensino Superior De Alphaville,Iesa,Sp
Instituto De Ensino Superior De Americana,Iesa,Sp
Instituto De Ensino Superior De Bauru,Iesb,Sp
Instituto De Ensino Superior De Cuiaba,Null,Mt
Instituto De Ensino Superior De Dourados,Iesd,Null
Instituto De Ensino Superior De Formacao Profissional,Iesforp,Sp
Instituto De Ensino Superior De Fortaleza,Iesf,Ce
Instituto De Ensino Superior De Foz Do Iguacu,Iesfi,Pr
Instituto De Ensino Superior De Garca,Iesg,Sp
Instituto De Ensino Superior De Londrina - Inesul,Inesul,Pr
Instituto De Ensino Superior De Mairipora,Iesm,Sp
Instituto De Ensino Superior De Mato Grosso,Iesmt,Null
Instituto De Ensino Superior De Minas Gerais,Iesmig,Mg
Instituto De Ensino Superior De Nova Venecia,Inesv,Null
Instituto De Ensino Superior De Olinda,Ieso,Pe
Instituto De Ensino Superior De Piedade,Iesp,Pe
Instituto De Ensino Superior De Rio Verde,Iesriver,Go
Instituto De Ensino Superior De Rondonia,Iesur,Ro
Instituto De Ensino Superior De Teresina,Iest,Pi
Instituto De Ensino Superior Do Acre,Iesacre,Null
Instituto De Ensino Superior Do Amapa,Iesap,Ap
Instituto De Ensino Superior Do Nordeste,Iesne,Al
Instituto De Ensino Superior Do Oeste Paulista,Iesop,Sp
Instituto De Ensino Superior Do Rio Grande Do Norte,Iesrn,Null
Instituto De Ensino Superior Do Sul Do Maranhao,Iesma,Ma
Instituto De Ensino Superior E Formacao Avancada De Vitoria,Iesfavi,Es
Instituto De Ensino Superior E Pesquisa,Inesp,Null
Instituto De Ensino Superior Franciscano,Iesf,Ma
Instituto De Ensino Superior Fucapi,Cesf,Am
Instituto De Ensino Superior Integrado,Iesi,Null
Instituto De Ensino Superior Integrado-Iesi,Fenord,Mg
Instituto De Ensino Superior Joao Alfredo De Andrade,Ijaa,Mg
Instituto De Ensino Superior Materdei,Ies-Materdei,Am
Instituto De Ensino Superior Miguel De Cervantes,Iesmc,Ma
Instituto De Ensino Superior Multiplo,Iesm,Ma
Instituto De Ensino Superior Planalto,Iesplan,Df
Instituto De Ensino Superior Presidente Tancredo Neves,Iptan,Mg
Instituto De Ensino Superior Santa Cecilia,Iesc,Al
Instituto De Ensino Superior Santo Antonio,Inesa,Sc
Instituto De Ensino Superior Thathi,Faculdade Thathi Coc,Sp
Instituto De Ensinos Superiores Da Amazonia,Iesam,Pa
Instituto De Estudos Superiores Do Maranhao,Iesma,Ma
Instituto De Filosofia E De Teologia Paulo Vi,Ifiteps,Rj
Instituto De Filosofia E Teologia De Goias,Ifiteg,Go
"Instituto De Pesquisas, Ensino E Gestao Em Saude",Ipgs,Rs
Instituto De Pos-Graduacao E Atualizacao Em Odontologia,Ipeno,Sc
Instituto De Posgraduacao,Ipog,Go
Instituto De Serra Dourada,,Sp
Instituto De Tecnologia E Lideranca,Inteli,Sp
Instituto Do Sul De Santa Catarina,,Sc
Instituto Educacional Das Americas,Iea Educacional,Rs
Instituto Educacional De Castro,Inec,Pr
Instituto Educacional Monte Pascoal,,Go
Instituto Educacional Vitoria,Inevi,Pe
Instituto Educatie,Educatie,Sp
Instituto Esperanca De Ensino Superior,Iespes,Pa
Instituto Estadual Carlos Gomes,Iecg,Null
Instituto Federal Baiano,If Baiano,Ba
Instituto Federal Catarinense,Ifc,Sc
Instituto Federal Da Bahia,Ifba,Ba
Instituto Federal Da Paraiba,Ifpb,Pb
Instituto Federal De Alagoas,Ifal,Al
Instituto Federal De Brasilia,Ifb,Df
Instituto Federal De Educacao Ciencia E Tecnologia De Rondonia,Ifro,Ro
Instituto Federal De Educacao Ciencia E Tecnologia De Sao Paulo,Ifsp,Sp
Instituto Federal De Educacao Ciencia E Tecnologia Do Norte De Minas Gerais,Ifnmg,Mg
Instituto Federal De Educacao Ciencia E Tecnologia Sul-Rio-Grandense,Ifsul,Rs
"Instituto Federal De Educacao, Ciencia E Tecnologia  Da Paraiba",Ifpb,Pb
"Instituto Federal De Educacao, Ciencia E Tecnologia  De Santa Catarina",Ifsc,Sc
"Instituto Federal De Educacao, Ciencia E Tecnologia  Do Amazonas",Ifam,Am
"Instituto Federal De Educacao, Ciencia E Tecnologia  Do Triangulo Mineiro",Iftm,Mg
"Instituto Federal De Educacao, Ciencia E Tecnologia Baiano",Ifbaiano,Ba
"Instituto Federal De Educacao, Ciencia E Tecnologia Catarinense",If Catarinense,Sc
"Instituto Federal De Educacao, Ciencia E Tecnologia Da Bahia",Ifba,Ba
"Instituto Federal De Educacao, Ciencia E Tecnologia De Alagoas",Ifal,Al
"Instituto Federal De Educacao, Ciencia E Tecnologia De Brasilia",Ifb,Df
"Instituto Federal De Educacao, Ciencia E Tecnologia De Goias",Ifg,Go
"Instituto Federal De Educacao, Ciencia E Tecnologia De Mato Grosso",Ifmt,Mt
"Instituto Federal De Educacao, Ciencia E Tecnologia De Mato Grosso Do Sul",Ifms,Ms
"Instituto Federal De Educacao, Ciencia E Tecnologia De Minas Gerais",Ifmg,Mg
"Instituto Federal De Educacao, Ciencia E Tecnologia De Pernambuco",Ifpe,Pe
"Instituto Federal De Educacao, Ciencia E Tecnologia De Roraima",Ifrr,Rr
"Instituto Federal De Educacao, Ciencia E Tecnologia De Sao Paulo",Ifsp,Sp
"Instituto Federal De Educacao, Ciencia E Tecnologia De Sergipe",Ifs,Se
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Acre",Ifac,Ac
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Amapa",Ifap,Ap
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Ceara",Ifce,Ce
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Espirito Santo",Ifes,Es
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Maranhao",Ifma,Ma
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Norte De Minas Gerais",Ifnmg,Mg
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Para",Ifpa,Pa
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Parana",Ifpr,Pr
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Piaui",Ifpi,Pi
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Rio De Janeiro",Ifrj,Rj
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Rio Grande Do Norte",Ifrn,Rn
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Rio Grande Do Sul",Ifrs,Rs
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Sertao Pernambucano",If Sertao,Pe
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Sudeste De Minas Gerais",Ifsemg,Mg
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Sul De Minas Gerais",If Sul De Minas,Mg
"Instituto Federal De Educacao, Ciencia E Tecnologia Do Tocantins",Ifto,To
"Instituto Federal De Educacao, Ciencia E Tecnologia Farroupilha",Iffarroupilha,Rs
"Instituto Federal De Educacao, Ciencia E Tecnologia Fluminense",If Fluminense,Rj
"Instituto Federal De Educacao, Ciencia E Tecnologia Goiano",If Goiano,Go
"Instituto Federal De Educacao, Ciencia E Tecnologia Sul-Rio-Grandense",Ifsul,Rs
Instituto Federal De Goias,Ifg,Go
Instituto Federal De Mato Grosso Do Sul,Ifms,Ms
Instituto Federal De Minas Gerais,Ifmg,Mg
Instituto Federal De Pernambuco,Ifpe,Pe
Instituto Federal De Rondonia,Ifro,Ro
Instituto Federal De Roraima,Ifrr,Rr
Instituto Federal De Santa Catarina,Ifsc,Sc
Instituto Federal De Sergipe,Ifs,Se
Instituto Federal Do Acre,Ifac,Ac
Instituto Federal Do Amapa,Ifap,Ap
Instituto Federal Do Amazonas,Ifam,Am
Instituto Federal Do Ceara,Ifce,Ce
Instituto Federal Do Espirito Santo,Ifes,Es
Instituto Federal Do Maranhao,Ifma,Ma
Instituto Federal Do Mato Grosso,Ifmt,Mt
Instituto Federal Do Norte De Minas,Ifnm,Mg
Instituto Federal Do Para,Ifpa,Pa
Instituto Federal Do Piaui,Ifpi,Pi
Instituto Federal Do Rio De Janeiro,Ifrj,Rj
Instituto Federal Do Rio Grande Do Norte,Ifrn,Rn
Instituto Federal Do Rio Grande Do Sul,Ifrs,Rs
Instituto Federal Do Sertao Pernambucano,Ifsertaope,Pe
Instituto Federal Do Sudeste De Minas,Ifsm,Mg
Instituto Federal Do Sul De Minas,Ifsum,Mg
Instituto Federal Do Tocantins,Ifto,To
Instituto Federal Do Triangulo Mineiro,Iftm,Mg
Instituto Federal Farroupilha,Iffarroupilha,Rs
Instituto Federal Fluminense,Iff,Rj
Instituto Federal Goiano,If Goiano,Go
Instituto Florence De Ensino Superior,Ifes,Ma
Instituto Friburgo De Ensino Superior,Ifes,Sp
Instituto Goiano De Direito,Igd,Go
Instituto Infnet,Infnet,Rj
Instituto Infnet Rio De Janeiro,Infnet,Rj
Instituto Internacional De Estudos Em Saude,Iiesau,Sp
Instituto Itapetiningano De Ensino Superior,Iies,Sp
Instituto Jordao De Arruda,Insjar,Go
Instituto Legislativo Brasileiro,Ilb,Df
Instituto Leya De Educacao Superior,Leya,Df
Instituto Logos De Educacao Superior,Iles,Al
Instituto Luterano De Ensino Superior De Itumbiara,Iles,Go
Instituto Luterano De Ensino Superior De Porto Velho,Iles/Ulbra,Ro
Instituto Macapaense De Ensino Superior,Immes,Ap
Instituto Machadense De Ensino Superior,Imes,Mg
Instituto Manchester Paulista De Ensino Superior,Imapes,Sp
Instituto Maranhense De Ensino E Cultura,Imec,Ma
Instituto Matao De Ensino Superior,Imes,Sp
Instituto Matonense Municipal De Ensino Superior,Immes,Sp
Instituto Maua De Tecnologia,Imt,Sp
Instituto Metodista Bennett,Bennett,Rj
Instituto Metropolitano De Ensino Superior,Imes,Mg
Instituto Militar De Engenharia,Ime,Rj
Instituto Moinhos De Vento,,Rs
Instituto Municipal De Ensino Superior De Assis,Imesa,Sp
Instituto Municipal De Ensino Superior De Bebedouro Victorio Cardassi,Imesb,Sp
Instituto Municipal De Ensino Superior De Catanduva,Imes Catanduva,Sp
Instituto Municipal De Ensino Superior De Sao Manuel,Imessm,Sp
Instituto Nacional De Cardiologia,Inc,Null
Instituto Nacional De Educacao De Surdos,Ines,Rj
Instituto Nacional De Ensino Superior E Pos-Graduacao Padre Gervasio,Inapos,Mg
Instituto Nacional De Telecomunicacoes,Inatel,Mg
Instituto Paraibano De Ensino Renovado,Inper,Pb
Instituto Paulista De Ensino,Fipen,Sp
Instituto Pav,Pav,Null
Instituto Pernambucano De Ensino Superior,Ipesu,Pe
Instituto Pernambuco De Ensino E Cultura,Ipec,Pe
Instituto Plenitude Educacao,Ipleni,Sp
Instituto Politecnico Doctum De Guarapari,Null,Null
Instituto Politecnico Doctum De Vitoria,Null,Es
Instituto Professor Flavio Vellini,Null,Sp
Instituto Racine De Educacao Superior,Racine,Sp
Instituto Salesiano De Filosofia,Insaf,Pe
Instituto Salvador De Ensino E Cultura,Isec,Ba
Instituto Santo Agostinho De Ensino Superior - Isa,,Mg
Instituto Santo Tomas De Aquino,Ista,Mg
Instituto Sao Jose Dos Campos De Ensino Superior,Isjces,Sp
Instituto Sao Paulo De Estudos Superiores,Itesp,Sp
Instituto Sao Paulo De Formacao E Especializacao Profissional,Unisaopaulo,Sp
Instituto Serra Dourada,,Pa
Instituto Serzedello Correa,Isc-Tcu,Df
Instituto Sociesc De Itajai,Sociesc,Null
Instituto Sociesc De Jaragua Do Sul,Sociesc,Sc
Instituto Superior Da Afac,Isafac,Rj
Instituto Superior Da Convencao Nac. Das Assembleias De Deus,Iscon,Df
Instituto Superior De Ciencias Agrarias,Null,Null
Instituto Superior De Ciencias Aplicadas - Isca,Isca,Sp
Instituto Superior De Ciencias Da Saude,Incisa,Mg
Instituto Superior De Ciencias Da Saude Carlos Chagas,Ipgmcc,Rj
Instituto Superior De Ciencias Humanas E Filosofia La Salle,Ischf La Salle,Null
Instituto Superior De Ciencias Humanas E Sociais Anisio Teixeira,Isat,Rj
Instituto Superior De Ciencias Humanas E Sociais Aplicadas De Abaete,Isab,Null
Instituto Superior De Ciencias Policiais,Iscp,Df
Instituto Superior De Educacao,Ised-Tres Pontas,Mg
Instituto Superior De Educacao Albert Einstein,Isalbe,Df
Instituto Superior De Educacao Almeida Rodrigues,Isear,Go
Instituto Superior De Educacao Alvorada Plus,Iseap,Sp
Instituto Superior De Educacao Anchieta,Isea,Pe
Instituto Superior De Educacao Anglo-Americano,Iseaafi,Null
Instituto Superior De Educacao Anisio Teixeira,Iseat,Null
Instituto Superior De Educacao Antonino Freire,Iseaf,Pi
Instituto Superior De Educacao Antonino Freire - Iseaf,Iseaf,Pi
Instituto Superior De Educacao Ateneu,Iseat,Es
Instituto Superior De Educacao Auxilium,Ise Auxilium,Sp
Instituto Superior De Educacao Avantis,Avantis,Sc
Instituto Superior De Educacao Balao Vermelho,Isebv,Mg
Instituto Superior De Educacao Berlaar,Iberlaar,Mg
Instituto Superior De Educacao Campo Limpo Paulista,Isecamp,Null
Instituto Superior De Educacao Capimgrossense,Isec,Null
Instituto Superior De Educacao Carlos Chagas,Isecc,Mg
Instituto Superior De Educacao Cenecista De Capivari,Isecc,Null
Instituto Superior De Educacao Cenecista De Unai,Isec,Null
Instituto Superior De Educacao Ceres,Ise-Ceres,Sp
Instituto Superior De Educacao Coracao De Jesus,Isecj,Mg
Instituto Superior De Educacao Da Serra,Ises,Null
Instituto Superior De Educacao Da Zona Oeste,Ise Zona Oeste,Rj
Instituto Superior De Educacao De Barretos,Iseb,Sp
Instituto Superior De Educacao De Bicas,Iseb,Mg
Instituto Superior De Educacao De Campos Gerais,Isec,Mg
Instituto Superior De Educacao De Cariacica,Isec,Es
Instituto Superior De Educacao De Caxias,Isec,Ma
Instituto Superior De Educacao De Claudio,Isec,Mg
Instituto Superior De Educacao De Divinopolis,Ised,Null
Instituto Superior De Educacao De Duque De Caxias,Iseduc,Rj
Instituto Superior De Educacao De Floresta,Isef,Pe
Instituto Superior De Educacao De Garca,Iseg,Sp
Instituto Superior De Educacao De Goiana,I.S.E.G.,Pe
Instituto Superior De Educacao De Guaratuba,Isepe Guaratuba,Pr
Instituto Superior De Educacao De Ibiuna,Isei,Sp
Instituto Superior De Educacao De Iguape,Ise Iguape,Sp
Instituto Superior De Educacao De Itabira,Isei,Null
Instituto Superior De Educacao De Ituiutaba,Isedi,Null
Instituto Superior De Educacao De Matias Barbosa,Isemb,Mg
Instituto Superior De Educacao De Oliveira,Iseol,Null
Instituto Superior De Educacao De Paraisopolis,Fep,Mg
Instituto Superior De Educacao De Passos,Isep,Null
Instituto Superior De Educacao De Pesqueira,Isep,Pe
Instituto Superior De Educacao De Salgueiro,Ises,Pe
Instituto Superior De Educacao De Santa Catarina,Isesc,Sc
Instituto Superior De Educacao De Santa Maria Da Vitoria,Facite,Ba
Instituto Superior De Educacao De Santos Dumont,Isesd,Null
Instituto Superior De Educacao De Sao Gotardo,Cesg,Null
Instituto Superior De Educacao De Sao Paulo,Singularidades/Isesp,Sp
Instituto Superior De Educacao De Tupi Paulista,Isetp,Null
Instituto Superior De Educacao Do Alto Sao Francisco,Iseasf,Mg
Instituto Superior De Educacao Do Cecap,Iscecap,Df
Instituto Superior De Educacao Do Centro Educacional Nossa Senhora Auxiliadora,Isecensa,Rj
Instituto Superior De Educacao Do Municipio De Itaperuna,Isemi,Rj
Instituto Superior De Educacao Do Rio De Janeiro,Iserj,Rj
Instituto Superior De Educacao Do Sertao Do Pajeu,Isesp,Pe
Instituto Superior De Educacao Do Sul Do Piaui,Isespi,Pi
Instituto Superior De Educacao Do Vale Do Juruena,Ajes,Null
Instituto Superior De Educacao Don Domenico,Idon,Sp
Instituto Superior De Educacao Dos Inconfidentes,Isei,Mg
Instituto Superior De Educacao Elvira Dayrell,Iseed,Mg
Instituto Superior De Educacao Equipe,Isee,Null
Instituto Superior De Educacao Fenix De Bauru,Fenix,Null
Instituto Superior De Educacao Franciscano Nossa Senhora De Fatima,Fatima,Df
Instituto Superior De Educacao Ibituruna,Null,Mg
Instituto Superior De Educacao Interlagos,Ise Interlagos,Sp
Instituto Superior De Educacao Ivoti,Isei,Rs
Instituto Superior De Educacao Mae De Deus,Isemd,Pr
Instituto Superior De Educacao Manhumirim,Faculdades Doctum,Mg
Instituto Superior De Educacao Nossa Senhora De Sion,Ise - Sion,Pr
Instituto Superior De Educacao Ocidente,Ocidemnte,Ba
Instituto Superior De Educacao Origenes Lessa,Iseol,Sp
Instituto Superior De Educacao Padrao,Ise-Padrao,Null
Instituto Superior De Educacao Padre Joao Bagozzi,Cosjisup,Null
Instituto Superior De Educacao Paulo Martins,Ispam,Df
Instituto Superior De Educacao Porto Seguro,Iseps,Es
Instituto Superior De Educacao Pro-Saber,Iseps,Rj
Instituto Superior De Educacao Professor Aldo Muylaert,Isepam,Rj
Instituto Superior De Educacao Professora Lucia Dantas,Isel,Df
Instituto Superior De Educacao Professora Nair Fortes Abu-Merhy,Isefor,Mg
Instituto Superior De Educacao Ranchariense,Iser,Sp
Instituto Superior De Educacao Santa Cruz,Ised,Pe
Instituto Superior De Educacao Santa Rita De Cassia,Isesc,Go
Instituto Superior De Educacao Santa Rita Do Sapucai,Ise,Null
Instituto Superior De Educacao Santana,Isesa,Null
Instituto Superior De Educacao Santo Agostinho,Isa,Null
Instituto Superior De Educacao Santo Agostinho De Pirapora,Isap,Mg
Instituto Superior De Educacao Santo Agostinho De Teresina,Isa,Null
Instituto Superior De Educacao Sao Judas Tadeu,Isesjt,Pi
Instituto Superior De Educacao Uniao Das Americas,Uniamerica,Pr
Instituto Superior De Educacao Vale Do Salgado,Ivs,Ce
